invoice_id,branch,city,category,unit_price,quantity,date,time,payment_method,rating,profit_margin,total,profit,rating_level
4476,WALM026,Denton,Fashion accessories,27.0,3.0,14/11/21,19:42:00,Ewallet,5.0,0.48,81.0,38.879999999999995,Low
4477,WALM047,Flower Mound,Home and lifestyle,45.0,2.0,06/11/22,20:34:00,Ewallet,9.0,0.48,90.0,43.199999999999996,High
4478,WALM023,Midland,Fashion accessories,32.0,2.0,21/09/21,17:01:00,Ewallet,6.0,0.48,64.0,30.72,Medium
4479,WALM098,Mineral Wells,Home and lifestyle,53.0,3.0,03/10/22,20:58:00,Ewallet,6.0,0.18,159.0,28.619999999999997,Medium
4480,WALM061,Cedar Park,Fashion accessories,80.0,2.0,21/08/21,15:26:00,Ewallet,8.0,0.33,160.0,52.800000000000004,Medium
4481,WALM049,North Richland Hills,Home and lifestyle,37.0,1.0,07/10/22,20:12:00,Ewallet,6.0,0.48,37.0,17.759999999999998,Medium
4482,WALM021,McAllen,Fashion accessories,34.0,2.0,26/09/20,17:42:00,Ewallet,5.0,0.48,68.0,32.64,Low
4483,WALM085,Kerrville,Home and lifestyle,84.0,1.0,21/10/22,17:51:00,Ewallet,6.0,0.33,84.0,27.720000000000002,Medium
4484,WALM036,Allen,Fashion accessories,49.0,2.0,27/12/21,18:07:00,Ewallet,9.0,0.48,98.0,47.04,High
4485,WALM081,Friendswood,Home and lifestyle,48.0,1.0,23/09/23,15:40:00,Ewallet,9.0,0.33,48.0,15.84,High
4486,WALM059,Pflugerville,Fashion accessories,67.0,2.0,05/11/20,16:17:00,Ewallet,6.0,0.33,134.0,44.22,Medium
4487,WALM079,La Porte,Home and lifestyle,24.0,1.0,28/12/23,18:35:00,Ewallet,6.0,0.33,24.0,7.92,Medium
4488,WALM030,Richardson,Fashion accessories,60.0,1.0,23/11/20,19:22:00,Ewallet,9.0,0.48,60.0,28.799999999999997,High
4489,WALM030,Richardson,Home and lifestyle,51.0,2.0,13/08/21,19:55:00,Ewallet,8.0,0.48,102.0,48.96,Medium
4490,WALM079,La Porte,Fashion accessories,44.0,3.0,09/09/22,20:55:00,Ewallet,7.0,0.33,132.0,43.56,Medium
4491,WALM079,La Porte,Home and lifestyle,75.0,3.0,31/12/22,17:38:00,Ewallet,8.0,0.33,225.0,74.25,Medium
4492,WALM077,Coppell,Fashion accessories,76.0,2.0,13/11/21,17:36:00,Ewallet,8.0,0.33,152.0,50.160000000000004,Medium
4493,WALM053,Conroe,Home and lifestyle,28.0,1.0,15/10/20,18:40:00,Ewallet,8.0,0.57,28.0,15.959999999999999,Medium
4494,WALM013,Irving,Fashion accessories,31.0,1.0,11/08/22,17:46:00,Ewallet,5.0,0.48,31.0,14.879999999999999,Low
4495,WALM019,Pasadena,Home and lifestyle,36.0,1.0,30/11/21,17:56:00,Ewallet,9.0,0.48,36.0,17.28,High
4496,WALM004,Austin,Fashion accessories,20.0,2.0,29/09/22,16:00:00,Ewallet,6.0,0.48,40.0,19.2,Medium
4497,WALM081,Friendswood,Home and lifestyle,45.0,1.0,19/12/20,18:36:00,Ewallet,6.0,0.33,45.0,14.850000000000001,Medium
4499,WALM076,Huntsville,Home and lifestyle,63.0,3.0,20/08/23,17:28:00,Ewallet,9.0,0.33,189.0,62.370000000000005,High
4500,WALM072,Lancaster,Fashion accessories,81.0,1.0,18/08/21,15:11:00,Ewallet,5.0,0.33,81.0,26.73,Low
4501,WALM022,Mesquite,Home and lifestyle,74.0,3.0,07/10/22,17:27:00,Ewallet,9.0,0.48,222.0,106.56,High
4502,WALM095,Big Spring,Fashion accessories,72.0,2.0,04/08/21,16:21:00,Ewallet,9.0,0.33,144.0,47.52,High
4503,WALM077,Coppell,Home and lifestyle,41.0,3.0,07/08/20,20:15:00,Ewallet,8.0,0.33,123.0,40.59,Medium
4504,WALM085,Kerrville,Fashion accessories,19.0,3.0,20/09/23,15:13:00,Ewallet,6.0,0.33,57.0,18.810000000000002,Medium
4505,WALM070,Hurst,Home and lifestyle,62.0,2.0,01/10/23,15:01:00,Ewallet,6.0,0.33,124.0,40.92,Medium
4506,WALM004,Austin,Fashion accessories,45.0,3.0,30/11/23,20:59:00,Ewallet,8.0,0.48,135.0,64.8,Medium
4507,WALM061,Cedar Park,Home and lifestyle,32.0,2.0,11/11/20,17:52:00,Ewallet,6.0,0.33,64.0,21.12,Medium
4508,WALM053,Conroe,Fashion accessories,85.0,3.0,07/12/20,19:37:00,Ewallet,4.0,0.21,255.0,53.55,Low
4509,WALM095,Big Spring,Home and lifestyle,85.0,3.0,18/09/23,15:54:00,Ewallet,8.0,0.33,255.0,84.15,Medium
4510,WALM049,North Richland Hills,Fashion accessories,80.0,1.0,28/12/22,20:06:00,Ewallet,4.0,0.48,80.0,38.4,Low
4511,WALM026,Denton,Home and lifestyle,60.0,2.0,23/09/23,20:53:00,Ewallet,6.0,0.48,120.0,57.599999999999994,Medium
4512,WALM049,North Richland Hills,Fashion accessories,44.0,2.0,22/09/20,20:26:00,Credit card,4.0,0.48,88.0,42.239999999999995,Low
4513,WALM034,College Station,Home and lifestyle,54.0,1.0,21/11/20,15:02:00,Credit card,5.0,0.48,54.0,25.919999999999998,Low
4514,WALM023,Midland,Fashion accessories,34.0,1.0,09/12/22,15:54:00,Credit card,4.0,0.48,34.0,16.32,Low
4516,WALM069,Rockwall,Fashion accessories,81.0,1.0,26/08/21,16:21:00,Credit card,5.0,0.33,81.0,26.73,Low
4517,WALM076,Huntsville,Home and lifestyle,63.0,2.0,27/08/23,17:06:00,Credit card,6.0,0.33,126.0,41.580000000000005,Medium
4518,WALM034,College Station,Fashion accessories,66.0,3.0,02/11/22,20:18:00,Credit card,6.0,0.48,198.0,95.03999999999999,Medium
4519,WALM047,Flower Mound,Home and lifestyle,65.0,1.0,26/08/22,15:52:00,Credit card,8.0,0.48,65.0,31.2,Medium
4520,WALM093,Angleton,Fashion accessories,23.0,2.0,09/08/23,20:55:00,Credit card,8.0,0.33,46.0,15.180000000000001,Medium
4521,WALM033,Pearland,Home and lifestyle,42.0,1.0,14/12/20,16:43:00,Credit card,9.0,0.48,42.0,20.16,High
4522,WALM053,Conroe,Fashion accessories,54.0,3.0,03/10/23,16:32:00,Credit card,5.0,0.21,162.0,34.019999999999996,Low
4523,WALM059,Pflugerville,Home and lifestyle,74.0,3.0,03/09/22,17:11:00,Credit card,8.0,0.33,222.0,73.26,Medium
4524,WALM048,Harlingen,Fashion accessories,24.0,1.0,03/12/21,19:18:00,Credit card,8.0,0.48,24.0,11.52,Medium
4525,WALM031,Lewisville,Home and lifestyle,25.0,3.0,15/09/21,19:37:00,Credit card,4.0,0.48,75.0,36.0,Low
4526,WALM001,Houston,Fashion accessories,51.0,1.0,29/08/21,17:26:00,Credit card,7.0,0.36,51.0,18.36,Medium
4527,WALM067,Haltom City,Home and lifestyle,18.0,1.0,04/12/21,19:54:00,Credit card,4.0,0.33,18.0,5.94,Low
4528,WALM044,Pharr,Fashion accessories,35.0,1.0,09/08/20,19:02:00,Credit card,8.0,0.48,35.0,16.8,Medium
4529,WALM066,Grapevine,Home and lifestyle,43.0,3.0,12/11/22,20:57:00,Credit card,4.0,0.33,129.0,42.57,Low
4530,WALM036,Allen,Fashion accessories,84.0,2.0,03/12/20,15:11:00,Credit card,7.0,0.48,168.0,80.64,Medium
4531,WALM051,New Braunfels,Home and lifestyle,24.0,3.0,27/10/20,15:14:00,Credit card,6.0,0.48,72.0,34.56,Medium
4532,WALM068,Burleson,Fashion accessories,74.0,2.0,22/10/23,20:09:00,Credit card,6.0,0.33,148.0,48.84,Medium
4533,WALM048,Harlingen,Home and lifestyle,65.0,1.0,08/11/22,15:02:00,Credit card,9.0,0.48,65.0,31.2,High
4534,WALM028,Odessa,Fashion accessories,63.0,3.0,30/10/21,20:05:00,Credit card,5.0,0.48,189.0,90.72,Low
4535,WALM081,Friendswood,Home and lifestyle,33.0,2.0,01/12/23,18:11:00,Credit card,4.0,0.33,66.0,21.78,Low
4536,WALM057,Euless,Fashion accessories,71.0,1.0,18/12/23,16:49:00,Credit card,5.0,0.33,71.0,23.43,Low
4537,WALM033,Pearland,Home and lifestyle,31.0,2.0,28/10/23,18:45:00,Credit card,6.0,0.48,62.0,29.759999999999998,Medium
4538,WALM057,Euless,Fashion accessories,16.0,1.0,01/12/21,16:19:00,Credit card,8.0,0.33,16.0,5.28,Medium
4539,WALM040,Edinburg,Home and lifestyle,42.0,3.0,09/08/20,20:54:00,Credit card,4.0,0.48,126.0,60.48,Low
4540,WALM040,Edinburg,Fashion accessories,62.0,2.0,17/10/21,15:32:00,Credit card,9.0,0.48,124.0,59.519999999999996,High
4541,WALM080,Nacogdoches,Home and lifestyle,51.0,2.0,01/10/22,17:02:00,Credit card,9.0,0.33,102.0,33.660000000000004,High
4542,WALM036,Allen,Fashion accessories,52.0,3.0,29/08/21,18:29:00,Credit card,9.0,0.48,156.0,74.88,High
4543,WALM018,Frisco,Home and lifestyle,46.0,2.0,24/12/23,16:01:00,Credit card,8.0,0.48,92.0,44.16,Medium
4544,WALM058,Port Arthur,Fashion accessories,49.0,1.0,08/12/20,15:44:00,Credit card,6.0,0.33,49.0,16.17,Medium
4545,WALM081,Friendswood,Home and lifestyle,26.0,3.0,12/11/20,15:02:00,Credit card,7.0,0.33,78.0,25.740000000000002,Medium
4546,WALM024,Carrollton,Fashion accessories,17.0,1.0,05/12/21,17:36:00,Credit card,8.0,0.48,17.0,8.16,Medium
4547,WALM094,Alamo,Home and lifestyle,33.0,3.0,19/09/23,16:28:00,Credit card,7.0,0.33,99.0,32.67,Medium
4548,WALM015,Grand Prairie,Fashion accessories,29.0,1.0,06/12/23,17:40:00,Credit card,5.0,0.48,29.0,13.92,Low
4549,WALM028,Odessa,Home and lifestyle,80.0,2.0,07/09/23,19:52:00,Credit card,8.0,0.48,160.0,76.8,Medium
4550,WALM072,Lancaster,Fashion accessories,34.0,2.0,21/12/21,15:26:00,Credit card,9.0,0.33,68.0,22.44,High
4551,WALM044,Pharr,Home and lifestyle,31.0,3.0,19/10/20,16:24:00,Credit card,6.0,0.48,93.0,44.64,Medium
4552,WALM085,Kerrville,Fashion accessories,52.0,2.0,29/12/21,15:32:00,Credit card,4.0,0.33,104.0,34.32,Low
4553,WALM001,Houston,Home and lifestyle,44.0,2.0,18/10/22,20:12:00,Credit card,7.0,0.36,88.0,31.68,Medium
4554,WALM095,Big Spring,Fashion accessories,75.0,1.0,12/12/22,17:11:00,Credit card,9.0,0.33,75.0,24.75,High
4555,WALM010,Laredo,Home and lifestyle,72.0,3.0,27/11/23,17:56:00,Credit card,5.0,0.48,216.0,103.67999999999999,Low
4556,WALM076,Huntsville,Fashion accessories,59.0,2.0,29/12/20,18:44:00,Credit card,7.0,0.33,118.0,38.940000000000005,Medium
4557,WALM070,Hurst,Home and lifestyle,33.0,1.0,19/12/21,17:36:00,Credit card,7.0,0.33,33.0,10.89,Medium
4558,WALM001,Houston,Fashion accessories,68.0,1.0,11/08/22,15:01:00,Credit card,7.0,0.36,68.0,24.48,Medium
4559,WALM100,Canyon,Home and lifestyle,65.0,3.0,12/10/20,18:04:00,Credit card,9.0,0.18,195.0,35.1,High
4560,WALM096,Eagle Pass,Fashion accessories,65.0,1.0,17/08/21,15:35:00,Credit card,7.0,0.18,65.0,11.7,Medium
4561,WALM040,Edinburg,Home and lifestyle,36.0,1.0,22/10/21,15:36:00,Credit card,8.0,0.48,36.0,17.28,Medium
4562,WALM093,Angleton,Fashion accessories,52.0,2.0,19/09/23,19:42:00,Credit card,6.0,0.33,104.0,34.32,Medium
4563,WALM008,Corpus Christi,Home and lifestyle,65.0,2.0,25/08/23,15:15:00,Credit card,7.0,0.48,130.0,62.4,Medium
4564,WALM018,Frisco,Fashion accessories,19.0,1.0,29/08/23,18:24:00,Credit card,8.0,0.48,19.0,9.12,Medium
4565,WALM034,College Station,Home and lifestyle,40.0,1.0,15/10/23,19:05:00,Credit card,7.0,0.48,40.0,19.2,Medium
4566,WALM091,Little Elm,Fashion accessories,38.0,3.0,03/11/22,15:04:00,Credit card,4.0,0.33,114.0,37.620000000000005,Low
4567,WALM100,Canyon,Home and lifestyle,56.0,1.0,27/11/23,17:33:00,Credit card,6.0,0.18,56.0,10.08,Medium
4568,WALM094,Alamo,Fashion accessories,69.0,2.0,23/12/22,19:38:00,Credit card,9.0,0.33,138.0,45.54,High
4569,WALM091,Little Elm,Home and lifestyle,80.0,1.0,14/10/20,18:38:00,Credit card,7.0,0.33,80.0,26.400000000000002,Medium
4570,WALM011,Lubbock,Fashion accessories,85.0,1.0,04/11/21,16:34:00,Credit card,7.0,0.48,85.0,40.8,Medium
4571,WALM004,Austin,Home and lifestyle,80.0,2.0,27/09/20,19:53:00,Credit card,7.0,0.48,160.0,76.8,Medium
4572,WALM047,Flower Mound,Fashion accessories,67.0,3.0,21/10/20,20:31:00,Credit card,8.0,0.48,201.0,96.47999999999999,Medium
4573,WALM069,Rockwall,Home and lifestyle,24.0,1.0,01/08/20,18:05:00,Credit card,6.0,0.33,24.0,7.92,Medium
4574,WALM036,Allen,Fashion accessories,52.0,3.0,20/08/22,19:57:00,Credit card,8.0,0.48,156.0,74.88,Medium
4575,WALM026,Denton,Home and lifestyle,62.0,2.0,17/11/22,19:19:00,Credit card,5.0,0.48,124.0,59.519999999999996,Low
4576,WALM069,Rockwall,Fashion accessories,81.0,1.0,01/10/20,19:05:00,Credit card,7.0,0.33,81.0,26.73,Medium
4577,WALM017,McKinney,Home and lifestyle,58.0,2.0,21/08/23,16:24:00,Credit card,6.0,0.48,116.0,55.68,Medium
4578,WALM093,Angleton,Fashion accessories,57.0,1.0,08/11/22,17:26:00,Credit card,5.0,0.33,57.0,18.810000000000002,Low
4579,WALM067,Haltom City,Home and lifestyle,74.0,1.0,23/08/23,17:09:00,Credit card,9.0,0.33,74.0,24.42,High
4580,WALM079,La Porte,Fashion accessories,73.0,3.0,26/12/21,19:56:00,Credit card,6.0,0.33,219.0,72.27000000000001,Medium
4581,WALM030,Richardson,Home and lifestyle,50.0,1.0,17/12/20,17:23:00,Credit card,4.0,0.48,50.0,24.0,Low
4582,WALM053,Conroe,Fashion accessories,68.0,1.0,29/09/20,19:17:00,Credit card,8.0,0.21,68.0,14.28,Medium
4583,WALM095,Big Spring,Home and lifestyle,73.0,1.0,09/09/20,15:09:00,Credit card,8.0,0.33,73.0,24.09,Medium
4584,WALM009,Plano,Fashion accessories,33.0,3.0,26/10/21,15:57:00,Credit card,4.0,0.48,99.0,47.519999999999996,Low
4585,WALM096,Eagle Pass,Home and lifestyle,64.0,3.0,17/11/20,20:56:00,Credit card,4.0,0.18,192.0,34.56,Low
4586,WALM052,Mansfield,Fashion accessories,42.0,3.0,01/08/22,18:32:00,Credit card,5.0,0.57,126.0,71.82,Low
4587,WALM059,Pflugerville,Home and lifestyle,55.0,3.0,20/12/23,18:10:00,Credit card,6.0,0.33,165.0,54.45,Medium
4588,WALM005,Fort Worth,Fashion accessories,58.0,2.0,28/12/20,18:22:00,Credit card,4.0,0.48,116.0,55.68,Low
4589,WALM033,Pearland,Home and lifestyle,48.0,3.0,28/11/21,17:15:00,Credit card,8.0,0.48,144.0,69.12,Medium
4590,WALM091,Little Elm,Fashion accessories,46.0,3.0,25/12/20,19:50:00,Credit card,6.0,0.33,138.0,45.54,Medium
4591,WALM090,Brownwood,Home and lifestyle,29.0,3.0,22/12/23,19:08:00,Credit card,8.0,0.33,87.0,28.71,Medium
4592,WALM076,Huntsville,Fashion accessories,36.0,2.0,20/11/21,20:18:00,Credit card,7.0,0.33,72.0,23.76,Medium
4593,WALM061,Cedar Park,Home and lifestyle,82.0,1.0,30/08/20,18:43:00,Credit card,9.0,0.33,82.0,27.060000000000002,High
4594,WALM034,College Station,Fashion accessories,23.0,3.0,21/09/22,20:33:00,Credit card,9.0,0.48,69.0,33.12,High
4595,WALM042,Bryan,Home and lifestyle,71.0,1.0,01/10/20,17:25:00,Credit card,6.0,0.48,71.0,34.08,Medium
4596,WALM021,McAllen,Fashion accessories,46.0,2.0,31/08/22,20:53:00,Credit card,4.0,0.48,92.0,44.16,Low
4597,WALM071,Lufkin,Home and lifestyle,25.0,1.0,05/10/22,20:51:00,Credit card,6.0,0.33,25.0,8.25,Medium
4598,WALM014,Amarillo,Fashion accessories,57.0,1.0,14/11/22,15:05:00,Credit card,6.0,0.48,57.0,27.36,Medium
4599,WALM057,Euless,Home and lifestyle,64.0,1.0,04/11/20,20:01:00,Credit card,6.0,0.33,64.0,21.12,Medium
4600,WALM049,North Richland Hills,Fashion accessories,54.0,1.0,22/10/20,16:05:00,Credit card,6.0,0.48,54.0,25.919999999999998,Medium
4601,WALM026,Denton,Home and lifestyle,66.0,3.0,09/08/23,18:51:00,Credit card,6.0,0.48,198.0,95.03999999999999,Medium
4602,WALM070,Hurst,Fashion accessories,33.0,2.0,05/10/20,20:53:00,Credit card,9.0,0.33,66.0,21.78,High
4604,WALM002,Dallas,Fashion accessories,25.0,2.0,05/09/22,16:31:00,Credit card,5.0,0.36,50.0,18.0,Low
4605,WALM085,Kerrville,Home and lifestyle,78.0,2.0,20/10/20,15:04:00,Credit card,5.0,0.33,156.0,51.480000000000004,Low
4606,WALM053,Conroe,Fashion accessories,35.0,3.0,25/08/22,19:16:00,Credit card,9.0,0.21,105.0,22.05,High
4607,WALM061,Cedar Park,Home and lifestyle,35.0,2.0,29/08/20,16:13:00,Credit card,8.0,0.33,70.0,23.1,Medium
4608,WALM008,Corpus Christi,Fashion accessories,47.0,1.0,01/08/23,19:23:00,Credit card,6.0,0.48,47.0,22.56,Medium
4609,WALM100,Canyon,Home and lifestyle,49.0,1.0,18/12/23,17:16:00,Credit card,8.0,0.18,49.0,8.82,Medium
4610,WALM080,Nacogdoches,Fashion accessories,61.0,1.0,14/08/23,18:26:00,Credit card,4.0,0.33,61.0,20.130000000000003,Low
4611,WALM002,Dallas,Home and lifestyle,21.0,3.0,30/09/23,18:19:00,Credit card,4.0,0.36,63.0,22.68,Low
4612,WALM030,Richardson,Fashion accessories,16.0,1.0,16/12/23,17:52:00,Credit card,9.0,0.48,16.0,7.68,High
4613,WALM094,Alamo,Home and lifestyle,48.0,1.0,24/12/21,18:36:00,Credit card,9.0,0.33,48.0,15.84,High
4614,WALM069,Rockwall,Fashion accessories,55.0,1.0,13/12/22,15:07:00,Credit card,9.0,0.33,55.0,18.150000000000002,High
4615,WALM031,Lewisville,Home and lifestyle,41.0,1.0,22/12/21,16:33:00,Credit card,6.0,0.48,41.0,19.68,Medium
4616,WALM064,Bedford,Fashion accessories,23.0,3.0,01/12/20,16:21:00,Credit card,5.0,0.33,69.0,22.77,Low
4617,WALM069,Rockwall,Home and lifestyle,40.0,1.0,22/11/21,16:08:00,Credit card,5.0,0.33,40.0,13.200000000000001,Low
4618,WALM058,Port Arthur,Fashion accessories,85.0,2.0,28/09/22,20:54:00,Credit card,8.0,0.33,170.0,56.1,Medium
4619,WALM060,DeSoto,Home and lifestyle,49.0,3.0,10/12/23,19:41:00,Credit card,4.0,0.33,147.0,48.510000000000005,Low
4620,WALM094,Alamo,Fashion accessories,52.0,2.0,05/10/21,16:19:00,Credit card,5.0,0.33,104.0,34.32,Low
4621,WALM076,Huntsville,Home and lifestyle,44.0,1.0,10/12/22,20:23:00,Credit card,6.0,0.33,44.0,14.520000000000001,Medium
4622,WALM095,Big Spring,Fashion accessories,21.0,1.0,19/08/22,15:23:00,Credit card,5.0,0.33,21.0,6.930000000000001,Low
4623,WALM015,Grand Prairie,Home and lifestyle,21.0,2.0,12/08/20,15:33:00,Credit card,4.0,0.48,42.0,20.16,Low
4624,WALM098,Mineral Wells,Fashion accessories,53.0,2.0,01/11/21,19:46:00,Credit card,4.0,0.18,106.0,19.08,Low
4625,WALM059,Pflugerville,Home and lifestyle,25.0,1.0,12/11/23,18:24:00,Credit card,6.0,0.33,25.0,8.25,Medium
4626,WALM042,Bryan,Fashion accessories,26.0,3.0,04/09/22,17:33:00,Credit card,5.0,0.48,78.0,37.44,Low
4628,WALM011,Lubbock,Fashion accessories,24.0,1.0,19/09/21,15:21:00,Credit card,5.0,0.48,24.0,11.52,Low
4629,WALM002,Dallas,Home and lifestyle,41.0,3.0,13/09/20,21:00:00,Credit card,4.0,0.36,123.0,44.28,Low
4630,WALM079,La Porte,Fashion accessories,43.0,1.0,21/10/20,19:02:00,Credit card,7.0,0.33,43.0,14.190000000000001,Medium
4631,WALM071,Lufkin,Home and lifestyle,38.0,1.0,13/08/22,16:23:00,Credit card,5.0,0.33,38.0,12.540000000000001,Low
4632,WALM020,Killeen,Fashion accessories,62.0,2.0,29/08/21,15:20:00,Credit card,8.0,0.48,124.0,59.519999999999996,Medium
4633,WALM058,Port Arthur,Home and lifestyle,57.0,3.0,04/11/22,20:51:00,Credit card,5.0,0.33,171.0,56.43,Low
4634,WALM049,North Richland Hills,Fashion accessories,60.0,2.0,19/08/23,20:13:00,Credit card,9.0,0.48,120.0,57.599999999999994,High
4635,WALM080,Nacogdoches,Home and lifestyle,72.0,1.0,09/12/23,19:53:00,Credit card,7.0,0.33,72.0,23.76,Medium
4636,WALM070,Hurst,Fashion accessories,84.0,3.0,19/11/22,20:23:00,Credit card,9.0,0.33,252.0,83.16000000000001,High
4637,WALM015,Grand Prairie,Home and lifestyle,37.0,3.0,22/11/21,18:00:00,Credit card,8.0,0.48,111.0,53.28,Medium
4638,WALM051,New Braunfels,Fashion accessories,37.0,2.0,01/12/20,18:19:00,Credit card,4.0,0.57,74.0,42.18,Low
4639,WALM043,Baytown,Home and lifestyle,22.0,3.0,28/12/23,18:59:00,Credit card,4.0,0.48,66.0,31.68,Low
4640,WALM014,Amarillo,Fashion accessories,52.0,3.0,01/09/23,17:27:00,Credit card,4.0,0.48,156.0,74.88,Low
4641,WALM042,Bryan,Home and lifestyle,57.0,3.0,06/10/21,20:27:00,Credit card,8.0,0.48,171.0,82.08,Medium
4642,WALM045,Missouri City,Fashion accessories,19.0,2.0,11/08/21,18:26:00,Credit card,6.0,0.48,38.0,18.24,Medium
4643,WALM027,Abilene,Home and lifestyle,71.0,1.0,11/09/23,15:28:00,Credit card,4.0,0.48,71.0,34.08,Low
4644,WALM083,Farmers Branch,Fashion accessories,76.0,3.0,15/10/21,18:07:00,Credit card,4.0,0.33,228.0,75.24000000000001,Low
4645,WALM017,McKinney,Home and lifestyle,31.0,3.0,08/11/23,19:27:00,Credit card,4.0,0.48,93.0,44.64,Low
4646,WALM081,Friendswood,Fashion accessories,43.0,3.0,24/09/23,19:22:00,Credit card,4.0,0.33,129.0,42.57,Low
4647,WALM027,Abilene,Home and lifestyle,29.0,3.0,30/11/22,19:36:00,Credit card,6.0,0.48,87.0,41.76,Medium
4648,WALM077,Coppell,Fashion accessories,44.0,1.0,19/11/23,18:23:00,Credit card,9.0,0.33,44.0,14.520000000000001,High
4649,WALM094,Alamo,Home and lifestyle,74.0,3.0,14/08/22,16:22:00,Credit card,7.0,0.33,222.0,73.26,Medium
4650,WALM036,Allen,Fashion accessories,35.0,2.0,05/12/20,18:13:00,Credit card,5.0,0.48,70.0,33.6,Low
4651,WALM010,Laredo,Home and lifestyle,49.0,2.0,31/12/21,18:50:00,Credit card,4.0,0.48,98.0,47.04,Low
4652,WALM016,Brownsville,Fashion accessories,49.0,2.0,09/08/22,15:59:00,Credit card,8.0,0.48,98.0,47.04,Medium
4653,WALM018,Frisco,Home and lifestyle,15.0,3.0,27/12/20,16:19:00,Credit card,6.0,0.48,45.0,21.599999999999998,Medium
4654,WALM064,Bedford,Fashion accessories,17.0,3.0,16/10/20,18:39:00,Credit card,4.0,0.33,51.0,16.830000000000002,Low
4655,WALM061,Cedar Park,Home and lifestyle,35.0,2.0,02/11/20,17:06:00,Credit card,5.0,0.33,70.0,23.1,Low
4656,WALM037,League City,Fashion accessories,26.0,2.0,07/10/22,18:42:00,Credit card,4.0,0.48,52.0,24.96,Low
4657,WALM042,Bryan,Home and lifestyle,75.0,1.0,29/09/21,20:14:00,Credit card,9.0,0.48,75.0,36.0,High
4658,WALM049,North Richland Hills,Fashion accessories,18.0,1.0,09/12/22,18:12:00,Credit card,5.0,0.48,18.0,8.64,Low
4659,WALM001,Houston,Home and lifestyle,41.0,2.0,14/09/21,16:22:00,Credit card,6.0,0.36,82.0,29.52,Medium
4660,WALM041,Mission,Fashion accessories,74.0,3.0,05/09/20,19:38:00,Ewallet,5.0,0.48,222.0,106.56,Low
4661,WALM037,League City,Home and lifestyle,29.0,1.0,06/09/20,18:47:00,Credit card,5.0,0.48,29.0,13.92,Low
4662,WALM060,DeSoto,Fashion accessories,73.0,3.0,01/10/22,18:25:00,Credit card,5.0,0.33,219.0,72.27000000000001,Low
4663,WALM015,Grand Prairie,Home and lifestyle,73.0,2.0,11/11/23,17:37:00,Credit card,5.0,0.48,146.0,70.08,Low
4664,WALM067,Haltom City,Fashion accessories,22.0,3.0,30/09/23,16:22:00,Credit card,7.0,0.33,66.0,21.78,Medium
4665,WALM079,La Porte,Home and lifestyle,45.0,1.0,19/08/23,16:06:00,Credit card,6.0,0.33,45.0,14.850000000000001,Medium
4666,WALM053,Conroe,Fashion accessories,74.0,2.0,21/10/20,17:54:00,Credit card,4.0,0.21,148.0,31.08,Low
4667,WALM059,Pflugerville,Home and lifestyle,43.0,3.0,08/11/21,20:00:00,Credit card,6.0,0.33,129.0,42.57,Medium
4668,WALM008,Corpus Christi,Fashion accessories,30.0,3.0,01/09/22,17:09:00,Credit card,9.0,0.48,90.0,43.199999999999996,High
4669,WALM085,Kerrville,Home and lifestyle,69.0,1.0,08/12/23,15:31:00,Credit card,7.0,0.33,69.0,22.77,Medium
4670,WALM039,Longview,Fashion accessories,18.0,3.0,10/09/21,18:46:00,Credit card,7.0,0.48,54.0,25.919999999999998,Medium
4671,WALM096,Eagle Pass,Home and lifestyle,37.0,2.0,23/12/20,18:19:00,Credit card,6.0,0.18,74.0,13.32,Medium
4672,WALM081,Friendswood,Fashion accessories,33.0,2.0,14/09/22,17:25:00,Credit card,8.0,0.33,66.0,21.78,Medium
4673,WALM066,Grapevine,Home and lifestyle,64.0,2.0,29/11/21,18:57:00,Credit card,9.0,0.33,128.0,42.24,High
4674,WALM062,Galveston,Fashion accessories,33.0,3.0,17/08/21,17:15:00,Credit card,5.0,0.33,99.0,32.67,Low
4675,WALM048,Harlingen,Home and lifestyle,37.0,2.0,16/09/21,17:56:00,Credit card,6.0,0.48,74.0,35.519999999999996,Medium
4676,WALM036,Allen,Fashion accessories,71.0,3.0,13/09/20,19:39:00,Credit card,4.0,0.48,213.0,102.24,Low
4677,WALM041,Mission,Home and lifestyle,23.0,3.0,20/10/23,20:54:00,Ewallet,8.0,0.48,69.0,33.12,Medium
4678,WALM081,Friendswood,Fashion accessories,55.0,3.0,02/08/22,18:51:00,Credit card,9.0,0.33,165.0,54.45,High
4679,WALM023,Midland,Home and lifestyle,79.0,2.0,28/10/21,16:42:00,Credit card,8.0,0.48,158.0,75.84,Medium
4680,WALM083,Farmers Branch,Fashion accessories,66.0,1.0,15/12/23,19:44:00,Credit card,4.0,0.33,66.0,21.78,Low
4681,WALM005,Fort Worth,Home and lifestyle,71.0,2.0,16/12/20,20:43:00,Credit card,9.0,0.48,142.0,68.16,High
4682,WALM012,Garland,Fashion accessories,33.0,1.0,08/12/23,19:32:00,Credit card,7.0,0.48,33.0,15.84,Medium
4683,WALM060,DeSoto,Home and lifestyle,21.0,3.0,14/11/21,19:24:00,Credit card,6.0,0.33,63.0,20.790000000000003,Medium
4684,WALM021,McAllen,Fashion accessories,63.0,1.0,06/11/23,16:58:00,Credit card,4.0,0.48,63.0,30.24,Low
